,id,date,zipcode,season,price,Median Price,condition,status,profit
17340,5230300280,2014-05-15,98059,spring,270000.0,423000.0,3,Buy,153000.0
17342,4232900250,2014-07-10,98119,summer,525000.0,685000.0,3,Buy,160000.0
17343,1312930250,2014-05-28,98198,spring,242000.0,262950.0,3,Buy,20950.0
17345,7852020670,2015-04-02,98065,spring,475000.0,506950.0,3,Buy,31950.0
17358,7202330170,2014-07-17,98053,summer,438000.0,558500.0,3,Buy,120500.0
17361,7525211410,2014-07-15,98052,summer,425500.0,600000.0,3,Buy,174500.0
17364,7853302130,2014-06-04,98065,summer,418500.0,506950.0,3,Buy,88450.0
17367,6623400050,2014-09-09,98055,fall,180000.0,294000.0,3,Buy,114000.0
17369,7202330190,2014-10-01,98053,fall,421200.0,558500.0,3,Buy,137300.0
17378,6600410480,2014-08-28,98042,summer,179900.0,280000.0,3,Buy,100100.0
17380,3793500050,2015-03-03,98038,spring,310000.0,326992.0,3,Buy,16992.0
17381,641900050,2014-08-19,98133,summer,335000.0,375000.0,3,Buy,40000.0
17384,1453602313,2014-10-29,98125,fall,297000.0,422000.0,3,Buy,125000.0
17387,6413600290,2014-05-09,98125,spring,252500.0,422000.0,3,Buy,169500.0
17388,952006728,2014-06-13,98102,summer,330000.0,670000.0,3,Buy,340000.0
17391,3508100161,2015-03-27,98116,spring,500000.0,558000.0,3,Buy,58000.0
17398,7575610250,2014-10-14,98003,fall,225000.0,263750.0,3,Buy,38750.0
17399,5153900080,2014-07-14,98003,summer,199000.0,263750.0,3,Buy,64750.0
17404,3327750020,2014-09-09,98052,fall,347000.0,600000.0,3,Buy,253000.0
17405,1112700010,2014-06-19,98034,summer,390000.0,440000.0,3,Buy,50000.0
17406,9269260420,2014-11-10,98011,fall,436000.0,470000.0,3,Buy,34000.0
17409,1951600250,2015-04-06,98032,spring,135000.0,249000.0,3,Buy,114000.0
17415,6450303235,2014-08-18,98133,summer,269000.0,375000.0,3,Buy,106000.0
17417,7853300020,2015-03-20,98065,spring,475000.0,506950.0,3,Buy,31950.0
17419,6138000095,2014-11-18,98002,fall,219000.0,234000.0,3,Buy,15000.0
17421,5379805495,2015-04-13,98188,spring,179000.0,260250.0,3,Buy,81250.0
17423,2505500009,2015-04-27,98033,spring,565000.0,630000.0,3,Buy,65000.0
17424,3388000080,2015-04-22,98031,spring,281700.0,282000.0,3,Buy,300.0
17425,480000170,2014-06-27,98103,summer,480000.0,549500.0,3,Buy,69500.0
17432,8732190380,2015-04-14,98023,spring,231000.0,265500.0,3,Buy,34500.0
17434,2062600020,2014-07-08,98004,summer,530000.0,867500.0,3,Buy,337500.0
17435,7660100309,2014-12-26,98144,winter,353500.0,446800.0,3,Buy,93300.0
17436,6093900280,2014-05-07,98003,spring,209950.0,263750.0,3,Buy,53800.0
17438,2695600005,2014-06-20,98126,summer,325000.0,399000.0,3,Buy,74000.0
17439,3826500020,2014-08-28,98030,summer,257000.0,280000.0,3,Buy,23000.0
17441,3630030010,2014-09-26,98029,fall,541000.0,564800.0,3,Buy,23800.0
17442,1592000130,2014-11-14,98074,fall,577500.0,625000.0,3,Buy,47500.0
17446,9390700095,2014-08-08,98102,summer,407500.0,670000.0,3,Buy,262500.0
17454,2540830020,2015-04-01,98011,spring,445000.0,470000.0,3,Buy,25000.0
17462,1972200698,2014-05-28,98103,spring,474800.0,549500.0,3,Buy,74700.0
17464,5500200010,2014-10-14,98177,fall,389950.0,506000.0,3,Buy,116050.0
17466,6362900007,2014-09-05,98144,fall,395000.0,446800.0,3,Buy,51800.0
17468,7417700185,2015-03-14,98155,spring,307000.0,367500.0,3,Buy,60500.0
17471,2205700470,2015-01-22,98006,winter,650500.0,697450.0,3,Buy,46950.0
17484,3726800010,2014-07-14,98144,summer,270000.0,446800.0,3,Buy,176800.0
17486,6046401300,2014-06-09,98103,summer,428000.0,549500.0,3,Buy,121500.0
17488,6608500290,2014-10-24,98033,fall,405000.0,630000.0,3,Buy,225000.0
17490,4331000190,2014-12-23,98166,winter,275000.0,363405.0,3,Buy,88405.0
17491,5101400994,2014-07-17,98115,summer,361600.0,560750.0,3,Buy,199150.0
17495,6303401365,2014-06-03,98146,summer,210000.0,295000.0,3,Buy,85000.0
17499,7889601300,2015-04-21,98146,spring,268000.0,295000.0,3,Buy,27000.0
17500,8151600101,2015-01-16,98146,winter,115000.0,295000.0,3,Buy,180000.0
17503,4345000440,2015-02-23,98030,winter,241500.0,280000.0,3,Buy,38500.0
17506,7985100190,2015-01-06,98003,winter,248500.0,263750.0,3,Buy,15250.0
17507,305010050,2014-12-31,98075,winter,665000.0,741000.0,3,Buy,76000.0
17509,952003340,2014-07-09,98126,summer,380000.0,399000.0,3,Buy,19000.0
17518,7221400285,2015-02-09,98055,winter,265000.0,294000.0,3,Buy,29000.0
17522,2158900095,2014-10-27,98112,fall,605000.0,760500.0,3,Buy,155500.0
17524,3881900605,2015-03-15,98144,spring,445000.0,446800.0,3,Buy,1800.0
17532,3326059238,2015-05-06,98033,spring,500000.0,630000.0,3,Buy,130000.0
17533,3750606890,2014-06-26,98001,summer,220000.0,256000.0,3,Buy,36000.0
17536,3356402232,2014-09-24,98001,fall,179900.0,256000.0,3,Buy,76100.0
17544,9477000080,2014-07-14,98034,summer,415000.0,440000.0,3,Buy,25000.0
17547,9475710170,2014-09-19,98059,fall,419950.0,423000.0,3,Buy,3050.0
17552,1795910420,2014-10-31,98052,fall,515000.0,600000.0,3,Buy,85000.0
17557,4358700164,2014-11-13,98133,fall,260000.0,375000.0,3,Buy,115000.0
17562,3151600035,2015-01-07,98178,winter,261590.0,275000.0,3,Buy,13410.0
17563,2254502070,2014-11-05,98122,fall,512500.0,557500.0,3,Buy,45000.0
17565,2926049237,2014-10-06,98125,fall,417500.0,422000.0,3,Buy,4500.0
17572,5104510490,2014-05-27,98038,spring,312900.0,326992.0,3,Buy,14092.0
17573,3432500210,2015-03-26,98155,spring,325000.0,367500.0,3,Buy,42500.0
17578,7625702616,2014-11-21,98136,fall,219000.0,485000.0,3,Buy,266000.0
17579,2561330040,2015-03-23,98074,spring,415000.0,625000.0,3,Buy,210000.0
17580,1423049019,2014-05-23,98178,spring,90000.0,275000.0,3,Buy,185000.0
17581,1423049019,2015-03-31,98178,spring,220000.0,275000.0,3,Buy,55000.0
17585,5315101728,2015-03-19,98040,spring,770000.0,876650.0,3,Buy,106650.0
17589,7308900100,2014-06-19,98177,summer,401000.0,506000.0,3,Buy,105000.0
17590,1453601502,2015-02-26,98125,winter,303697.0,422000.0,3,Buy,118303.0
17591,4077800593,2014-09-15,98125,fall,355000.0,422000.0,3,Buy,67000.0
17592,9268200641,2014-08-20,98117,summer,350000.0,541000.0,3,Buy,191000.0
17595,8079040330,2014-09-27,98059,fall,406500.0,423000.0,3,Buy,16500.0
17598,3336001316,2014-11-06,98118,fall,160000.0,365500.0,3,Buy,205500.0
17599,9382200025,2015-01-15,98146,winter,220000.0,295000.0,3,Buy,75000.0
17611,5095400760,2014-06-23,98059,summer,337000.0,423000.0,3,Buy,86000.0
17614,2407000405,2015-02-26,98146,winter,228500.0,295000.0,3,Buy,66500.0
17617,8648220150,2014-05-07,98042,spring,226500.0,280000.0,3,Buy,53500.0
17626,2025059201,2014-07-31,98004,summer,725000.0,867500.0,3,Buy,142500.0
17630,7010700210,2014-06-05,98199,summer,605004.0,651000.0,3,Buy,45996.0
17631,7950304065,2015-03-09,98118,spring,260000.0,365500.0,3,Buy,105500.0
17635,4006000423,2015-01-08,98118,winter,230000.0,365500.0,3,Buy,135500.0
17641,6392001810,2014-09-04,98115,fall,507000.0,560750.0,3,Buy,53750.0
17644,9406500600,2015-02-05,98028,winter,239950.0,433000.0,3,Buy,193050.0
17646,4237901250,2015-03-27,98199,spring,540000.0,651000.0,3,Buy,111000.0
17650,3904930730,2014-11-05,98029,fall,496600.0,564800.0,3,Buy,68200.0
17651,2115510300,2014-10-16,98023,fall,246000.0,265500.0,3,Buy,19500.0
17658,1545805030,2014-10-21,98038,fall,266500.0,326992.0,3,Buy,60492.0
17660,6848200325,2014-09-04,98102,fall,625000.0,670000.0,3,Buy,45000.0
17662,3626039229,2015-03-17,98103,spring,340000.0,549500.0,3,Buy,209500.0
17668,3755500065,2014-11-06,98033,fall,465000.0,630000.0,3,Buy,165000.0
17671,8078430360,2014-12-16,98074,winter,505000.0,625000.0,3,Buy,120000.0
17676,1785400770,2014-08-25,98074,summer,500000.0,625000.0,3,Buy,125000.0
17680,424049283,2015-04-15,98144,spring,345000.0,446800.0,3,Buy,101800.0
17683,1786830090,2014-07-08,98052,summer,599000.0,600000.0,3,Buy,1000.0
17687,7202330530,2015-01-16,98053,winter,479000.0,558500.0,3,Buy,79500.0
17695,2591730230,2014-09-12,98038,fall,250000.0,326992.0,3,Buy,76992.0
17699,7215730930,2015-01-12,98075,winter,500000.0,741000.0,3,Buy,241000.0
17701,3575302562,2014-11-13,98074,fall,356000.0,625000.0,3,Buy,269000.0
17705,8651511250,2015-04-15,98074,spring,605000.0,625000.0,3,Buy,20000.0
17706,8651401960,2015-04-13,98042,spring,179950.0,280000.0,3,Buy,100050.0
17714,7303200450,2015-04-08,98003,spring,242000.0,263750.0,3,Buy,21750.0
17717,1018000276,2015-03-27,98002,spring,217000.0,234000.0,3,Buy,17000.0
17718,1560870040,2015-04-21,98059,spring,395000.0,423000.0,3,Buy,28000.0
17722,104550750,2014-07-28,98023,summer,241000.0,265500.0,3,Buy,24500.0
17731,9527000090,2015-03-18,98034,spring,425000.0,440000.0,3,Buy,15000.0
17733,1245500286,2014-05-23,98033,spring,498000.0,630000.0,3,Buy,132000.0
17737,2826049160,2014-09-05,98125,fall,375000.0,422000.0,3,Buy,47000.0
17739,9266700845,2015-04-29,98103,spring,325000.0,549500.0,3,Buy,224500.0
17740,2493200455,2014-10-21,98136,fall,290000.0,485000.0,3,Buy,195000.0
17745,1545802100,2014-10-29,98038,fall,272450.0,326992.0,3,Buy,54542.0
17747,8074400150,2015-04-01,98056,spring,261500.0,375000.0,3,Buy,113500.0
17749,7934000090,2015-02-25,98136,winter,340000.0,485000.0,3,Buy,145000.0
17754,9512501400,2014-09-02,98052,fall,447000.0,600000.0,3,Buy,153000.0
17758,8101900100,2015-03-28,98118,spring,310000.0,365500.0,3,Buy,55500.0
17760,1624049228,2014-11-24,98108,fall,325000.0,345000.0,3,Buy,20000.0
17762,7750500120,2014-11-18,98106,fall,300000.0,315000.0,3,Buy,15000.0
17766,2922701175,2014-09-19,98117,fall,535000.0,541000.0,3,Buy,6000.0
17774,1525039057,2014-07-02,98199,summer,520000.0,651000.0,3,Buy,131000.0
17783,1138010530,2015-04-29,98034,spring,399000.0,440000.0,3,Buy,41000.0
17795,5210200081,2014-11-10,98115,fall,523000.0,560750.0,3,Buy,37750.0
17801,1931300850,2014-05-27,98103,spring,427000.0,549500.0,3,Buy,122500.0
17807,2354300915,2014-09-03,98027,fall,330000.0,573475.0,3,Buy,243475.0
17808,9214400120,2014-06-02,98115,summer,455000.0,560750.0,3,Buy,105750.0
17810,1323059098,2015-04-02,98059,spring,315000.0,423000.0,3,Buy,108000.0
17821,1338600090,2014-09-23,98112,fall,370000.0,760500.0,3,Buy,390500.0
17824,2645500021,2014-10-09,98133,fall,339275.0,375000.0,3,Buy,35725.0
17826,2123049498,2015-01-20,98168,winter,170000.0,235000.0,3,Buy,65000.0
17829,2767600150,2014-05-19,98117,spring,477000.0,541000.0,3,Buy,64000.0
17839,322059095,2014-08-11,98042,summer,269950.0,280000.0,3,Buy,10050.0
17841,7812800855,2015-03-11,98178,spring,159100.0,275000.0,3,Buy,115900.0
17842,4151800265,2015-03-06,98033,spring,550000.0,630000.0,3,Buy,80000.0
17845,7225000215,2015-04-07,98055,spring,249500.0,294000.0,3,Buy,44500.0
17846,5605000215,2015-02-25,98112,winter,700000.0,760500.0,3,Buy,60500.0
17850,2770605175,2015-02-27,98119,winter,620047.0,685000.0,3,Buy,64953.0
17851,6791200120,2014-09-23,98075,fall,480000.0,741000.0,3,Buy,261000.0
17852,6791200120,2015-04-07,98075,spring,515000.0,741000.0,3,Buy,226000.0
17861,3188100065,2014-05-27,98115,spring,405000.0,560750.0,3,Buy,155750.0
17862,8570900038,2014-08-11,98045,summer,340000.0,345000.0,3,Buy,5000.0
17873,192450180,2015-03-10,98045,spring,335000.0,345000.0,3,Buy,10000.0
17880,2324039077,2015-04-27,98126,spring,306000.0,399000.0,3,Buy,93000.0
17882,259700180,2015-04-28,98008,spring,517000.0,535900.0,3,Buy,18900.0
17883,5100400315,2014-05-23,98115,spring,379000.0,560750.0,3,Buy,181750.0
17887,8150100265,2014-11-18,98126,fall,255000.0,399000.0,3,Buy,144000.0
17891,7504020610,2014-06-18,98074,summer,615000.0,625000.0,3,Buy,10000.0
17892,7454001210,2014-06-03,98146,summer,239000.0,295000.0,3,Buy,56000.0
17896,7625701935,2014-10-13,98136,fall,330000.0,485000.0,3,Buy,155000.0
17898,2917200475,2015-03-23,98103,spring,430000.0,549500.0,3,Buy,119500.0
17906,421049170,2014-07-17,98003,summer,239000.0,263750.0,3,Buy,24750.0
17908,5100403636,2015-02-23,98115,winter,400000.0,560750.0,3,Buy,160750.0
17914,2927600155,2014-07-22,98166,summer,291750.0,363405.0,3,Buy,71655.0
17916,1726600110,2014-07-17,98005,summer,675000.0,710000.0,3,Buy,35000.0
17917,3320000212,2014-10-06,98144,fall,397500.0,446800.0,3,Buy,49300.0
17918,1670400068,2014-06-18,98168,summer,206000.0,235000.0,3,Buy,29000.0
17922,7889601320,2014-07-25,98146,summer,115000.0,295000.0,3,Buy,180000.0
17924,8032700175,2014-10-27,98103,fall,420000.0,549500.0,3,Buy,129500.0
17926,6150700180,2014-09-22,98133,fall,282150.0,375000.0,3,Buy,92850.0
17927,3330501645,2015-02-23,98118,winter,260000.0,365500.0,3,Buy,105500.0
17928,7853210180,2014-10-02,98065,fall,428000.0,506950.0,3,Buy,78950.0
17929,6149700194,2014-10-15,98133,fall,319950.0,375000.0,3,Buy,55050.0
17935,2351800065,2015-02-17,98199,winter,590000.0,651000.0,3,Buy,61000.0
17938,1235100371,2014-07-17,98033,summer,580000.0,630000.0,3,Buy,50000.0
17939,3904930410,2014-10-28,98029,fall,424000.0,564800.0,3,Buy,140800.0
17945,6672920150,2015-04-06,98019,spring,330000.0,402750.0,3,Buy,72750.0
17946,9485700150,2015-03-04,98106,spring,275000.0,315000.0,3,Buy,40000.0
17947,3500100208,2014-11-19,98155,fall,290000.0,367500.0,3,Buy,77500.0
17950,2475200930,2014-07-22,98055,summer,289000.0,294000.0,3,Buy,5000.0
17955,4237900645,2014-10-10,98199,fall,475000.0,651000.0,3,Buy,176000.0
17959,1099600220,2015-01-08,98023,winter,185000.0,265500.0,3,Buy,80500.0
17961,1622049140,2014-08-05,98198,summer,239900.0,262950.0,3,Buy,23050.0
17964,1555300530,2014-07-14,98032,summer,240000.0,249000.0,3,Buy,9000.0
17966,2556500040,2015-01-06,98155,winter,320000.0,367500.0,3,Buy,47500.0
17967,1737100040,2014-10-22,98033,fall,525000.0,630000.0,3,Buy,105000.0
17968,7575620120,2015-04-22,98003,spring,260000.0,263750.0,3,Buy,3750.0
17970,1939100610,2014-06-23,98074,summer,560000.0,625000.0,3,Buy,65000.0
17971,4174600386,2015-04-14,98108,spring,310000.0,345000.0,3,Buy,35000.0
17987,2227900040,2015-01-14,98133,winter,300000.0,375000.0,3,Buy,75000.0
17988,3395040580,2014-10-23,98108,fall,310000.0,345000.0,3,Buy,35000.0
17990,7518505375,2015-05-05,98117,spring,399900.0,541000.0,3,Buy,141100.0
17992,9542890100,2014-12-29,98052,winter,415000.0,600000.0,3,Buy,185000.0
17994,6414100026,2015-01-08,98125,winter,320000.0,422000.0,3,Buy,102000.0
17999,3396800120,2015-04-27,98052,spring,540000.0,600000.0,3,Buy,60000.0
18001,4036400110,2015-01-29,98155,winter,300000.0,367500.0,3,Buy,67500.0
18007,1025049254,2014-12-04,98105,winter,458000.0,625252.0,3,Buy,167252.0
18008,2407000110,2015-04-14,98146,spring,275000.0,295000.0,3,Buy,20000.0
18013,6149700315,2015-04-10,98133,spring,352000.0,375000.0,3,Buy,23000.0
18014,2064800880,2015-02-01,98056,winter,301500.0,375000.0,3,Buy,73500.0
18018,7520000330,2014-08-13,98146,summer,285000.0,295000.0,3,Buy,10000.0
18022,4310700778,2015-02-10,98103,winter,539950.0,549500.0,3,Buy,9550.0
18027,3300701185,2014-09-25,98117,fall,500000.0,541000.0,3,Buy,41000.0
18032,1320069255,2014-06-24,98022,summer,199000.0,251500.0,3,Buy,52500.0
18041,2771603990,2014-07-15,98199,summer,625000.0,651000.0,3,Buy,26000.0
18042,9407001770,2015-05-12,98045,spring,304950.0,345000.0,3,Buy,40050.0
18048,8682280970,2015-02-04,98053,winter,548050.0,558500.0,3,Buy,10450.0
18049,9269200650,2014-10-27,98126,fall,314000.0,399000.0,3,Buy,85000.0
18055,8651511030,2014-10-02,98074,fall,525000.0,625000.0,3,Buy,100000.0
18062,7853220610,2014-07-29,98065,summer,457000.0,506950.0,3,Buy,49950.0
18065,3826500730,2014-09-22,98030,fall,220000.0,280000.0,3,Buy,60000.0
18067,7658600150,2014-06-30,98144,summer,435000.0,446800.0,3,Buy,11800.0
18068,3816300065,2014-07-16,98028,summer,375000.0,433000.0,3,Buy,58000.0
18070,8682261250,2014-12-11,98053,winter,545000.0,558500.0,3,Buy,13500.0
18077,6058600385,2014-08-11,98144,summer,390000.0,446800.0,3,Buy,56800.0
18081,4472000040,2014-08-18,98002,summer,230000.0,234000.0,3,Buy,4000.0
18084,7575500150,2014-09-24,98022,fall,207200.0,251500.0,3,Buy,44300.0
18085,6817801430,2015-03-05,98074,spring,525000.0,625000.0,3,Buy,100000.0
18092,2560800165,2015-03-16,98198,spring,180500.0,262950.0,3,Buy,82450.0
18099,3395800455,2014-06-25,98146,summer,150000.0,295000.0,3,Buy,145000.0
18102,7211400615,2014-05-15,98146,spring,217450.0,295000.0,3,Buy,77550.0
18108,8898701340,2014-10-29,98055,fall,290000.0,294000.0,3,Buy,4000.0
18113,123039333,2014-06-09,98106,summer,240000.0,315000.0,3,Buy,75000.0
18116,4326000220,2014-10-20,98034,fall,321000.0,440000.0,3,Buy,119000.0
18117,1862400522,2014-08-22,98117,summer,449000.0,541000.0,3,Buy,92000.0
18119,925059042,2014-10-02,98033,fall,456000.0,630000.0,3,Buy,174000.0
18123,1822059382,2015-01-02,98031,winter,243000.0,282000.0,3,Buy,39000.0
18126,984210220,2014-12-03,98058,winter,271500.0,329000.0,3,Buy,57500.0
18128,7586200061,2015-03-12,98177,spring,375000.0,506000.0,3,Buy,131000.0
18131,5076700025,2014-11-24,98005,fall,475000.0,710000.0,3,Buy,235000.0
18133,1924059278,2014-06-11,98040,summer,762400.0,876650.0,3,Buy,114250.0
18135,7504460090,2014-07-25,98074,summer,473000.0,625000.0,3,Buy,152000.0
18143,6752000330,2014-08-15,98008,summer,490000.0,535900.0,3,Buy,45900.0
18148,7852020760,2014-11-01,98065,fall,399000.0,506950.0,3,Buy,107950.0
18151,4037000065,2015-04-14,98008,spring,412000.0,535900.0,3,Buy,123900.0
18160,7131300031,2015-03-31,98118,spring,262500.0,365500.0,3,Buy,103000.0
18168,88000790,2014-07-14,98055,summer,252000.0,294000.0,3,Buy,42000.0
18172,6083000123,2015-05-04,98168,spring,158000.0,235000.0,3,Buy,77000.0
18175,2436700610,2015-04-22,98105,spring,550000.0,625252.0,3,Buy,75252.0
18176,7655900031,2015-03-06,98133,spring,240000.0,375000.0,3,Buy,135000.0
18177,7011201333,2014-09-17,98119,fall,590000.0,685000.0,3,Buy,95000.0
18180,5423600040,2014-07-07,98052,summer,542500.0,600000.0,3,Buy,57500.0
18186,5637200150,2015-01-14,98059,winter,343500.0,423000.0,3,Buy,79500.0
18191,1311200120,2014-05-13,98001,spring,225000.0,256000.0,3,Buy,31000.0
18193,2475400120,2014-10-01,98011,fall,450000.0,470000.0,3,Buy,20000.0
18194,6365900065,2014-07-18,98116,summer,334850.0,558000.0,3,Buy,223150.0
18203,5414100040,2014-09-15,98118,fall,299950.0,365500.0,3,Buy,65550.0
18210,6700390090,2014-06-25,98031,summer,255950.0,282000.0,3,Buy,26050.0
18211,6817801020,2014-08-21,98074,summer,475000.0,625000.0,3,Buy,150000.0
18215,6064800730,2015-01-29,98118,winter,330950.0,365500.0,3,Buy,34550.0
18218,6798100661,2014-06-16,98125,summer,340000.0,422000.0,3,Buy,82000.0
18221,4345000490,2014-12-02,98030,winter,270000.0,280000.0,3,Buy,10000.0
18223,3307700405,2014-07-23,98040,summer,587100.0,876650.0,3,Buy,289550.0
18224,6817800910,2014-11-18,98074,fall,459800.0,625000.0,3,Buy,165200.0
18225,259801140,2014-12-12,98008,winter,451000.0,535900.0,3,Buy,84900.0
18233,6751300375,2014-07-02,98007,summer,415000.0,544250.0,3,Buy,129250.0
18234,6751300375,2014-10-16,98007,fall,522500.0,544250.0,3,Buy,21750.0
18239,7625701386,2014-05-16,98136,spring,430000.0,485000.0,3,Buy,55000.0
18243,1994200040,2014-06-13,98103,summer,538000.0,549500.0,3,Buy,11500.0
18245,7202290180,2015-01-02,98053,winter,476000.0,558500.0,3,Buy,82500.0
18250,7202340530,2015-04-10,98053,spring,498000.0,558500.0,3,Buy,60500.0
18251,7849202296,2015-01-30,98065,winter,339900.0,506950.0,3,Buy,167050.0
18253,3578401770,2015-02-26,98074,winter,400000.0,625000.0,3,Buy,225000.0
18255,9834200925,2014-09-10,98144,fall,330000.0,446800.0,3,Buy,116800.0
18262,2891000610,2014-12-11,98002,winter,148900.0,234000.0,3,Buy,85100.0
18263,6600220090,2014-11-18,98074,fall,475000.0,625000.0,3,Buy,150000.0
18264,4447300165,2014-12-23,98117,winter,415000.0,541000.0,3,Buy,126000.0
18267,2558160220,2014-12-10,98028,winter,385000.0,433000.0,3,Buy,48000.0
18268,2422000067,2015-04-27,98001,spring,230000.0,256000.0,3,Buy,26000.0
18271,7972603950,2015-01-02,98106,winter,238000.0,315000.0,3,Buy,77000.0
18279,1563100557,2014-10-10,98116,fall,445000.0,558000.0,3,Buy,113000.0
18280,9533100145,2015-02-05,98004,winter,750000.0,867500.0,3,Buy,117500.0
18283,7011201106,2015-02-16,98119,winter,425000.0,685000.0,3,Buy,260000.0
18284,3235100110,2014-12-02,98155,winter,280000.0,367500.0,3,Buy,87500.0
18286,1241500147,2014-05-21,98033,spring,556000.0,630000.0,3,Buy,74000.0
18292,4027701220,2014-08-28,98028,summer,259000.0,433000.0,3,Buy,174000.0
18294,9376301110,2014-05-19,98117,spring,518000.0,541000.0,3,Buy,23000.0
18296,2122049096,2014-08-08,98198,summer,182500.0,262950.0,3,Buy,80450.0
18300,2125049133,2014-11-04,98112,fall,715000.0,760500.0,3,Buy,45500.0
18310,1646502055,2014-06-13,98117,summer,530100.0,541000.0,3,Buy,10900.0
18311,1025049268,2014-07-21,98105,summer,549900.0,625252.0,3,Buy,75352.0
18314,6708200040,2014-05-07,98028,spring,409500.0,433000.0,3,Buy,23500.0
18317,2652501513,2014-08-13,98109,summer,539950.0,708750.0,3,Buy,168800.0
18320,6914700165,2014-08-04,98115,summer,362500.0,560750.0,3,Buy,198250.0
18323,1898600100,2014-11-24,98023,fall,218250.0,265500.0,3,Buy,47250.0
18324,5611500100,2014-05-22,98075,spring,655000.0,741000.0,3,Buy,86000.0
18325,1796370590,2015-03-05,98042,spring,255000.0,280000.0,3,Buy,25000.0
18326,7831800110,2015-01-15,98106,winter,215000.0,315000.0,3,Buy,100000.0
18340,441000115,2014-12-09,98115,winter,470000.0,560750.0,3,Buy,90750.0
18342,1508210100,2014-08-27,98052,summer,442200.0,600000.0,3,Buy,157800.0
18350,647100096,2015-03-31,98040,spring,685000.0,876650.0,3,Buy,191650.0
18352,1545801500,2014-06-25,98038,summer,246500.0,326992.0,3,Buy,80492.0
18355,8641500252,2015-02-27,98115,winter,403000.0,560750.0,3,Buy,157750.0
18359,5006000035,2015-04-27,98166,spring,332500.0,363405.0,3,Buy,30905.0
18361,5053300015,2015-01-21,98108,winter,212000.0,345000.0,3,Buy,133000.0
18376,7883603700,2014-08-22,98108,summer,235000.0,345000.0,3,Buy,110000.0
18387,6600000330,2014-06-27,98112,summer,718500.0,760500.0,3,Buy,42000.0
18388,2041000025,2014-12-03,98109,winter,474000.0,708750.0,3,Buy,234750.0
18390,6639900176,2014-11-14,98033,fall,551000.0,630000.0,3,Buy,79000.0
18391,104510180,2015-02-11,98023,winter,230000.0,265500.0,3,Buy,35500.0
18394,1559900110,2014-12-23,98019,winter,325000.0,402750.0,3,Buy,77750.0
18396,7334600730,2014-12-11,98045,winter,259000.0,345000.0,3,Buy,86000.0
18401,1862400528,2014-07-16,98117,summer,350500.0,541000.0,3,Buy,190500.0
18403,7812800215,2014-08-08,98178,summer,235000.0,275000.0,3,Buy,40000.0
18413,2523039310,2015-01-12,98166,winter,359000.0,363405.0,3,Buy,4405.0
18415,5021900945,2014-07-03,98040,summer,850000.0,876650.0,3,Buy,26650.0
18419,5347200165,2014-10-02,98126,fall,265000.0,399000.0,3,Buy,134000.0
18421,6141100395,2015-02-04,98133,winter,240000.0,375000.0,3,Buy,135000.0
18422,5153200506,2014-07-31,98023,summer,217000.0,265500.0,3,Buy,48500.0
18430,3578400910,2015-03-16,98074,spring,400000.0,625000.0,3,Buy,225000.0
18433,1545801340,2014-12-31,98038,winter,261000.0,326992.0,3,Buy,65992.0
18435,4217400590,2014-11-18,98105,fall,589000.0,625252.0,3,Buy,36252.0
18438,1785400210,2015-01-29,98074,winter,524000.0,625000.0,3,Buy,101000.0
18439,3319500317,2014-05-22,98144,spring,380000.0,446800.0,3,Buy,66800.0
18444,3630000150,2015-01-28,98029,winter,358500.0,564800.0,3,Buy,206300.0
18453,8898700820,2014-07-07,98055,summer,170500.0,294000.0,3,Buy,123500.0
18457,7518501822,2014-10-17,98107,fall,469000.0,529475.0,3,Buy,60475.0
18458,1928300620,2014-06-08,98105,summer,455000.0,625252.0,3,Buy,170252.0
18463,259800750,2015-02-23,98008,winter,455000.0,535900.0,3,Buy,80900.0
18464,723049197,2014-06-27,98168,summer,195000.0,235000.0,3,Buy,40000.0
18467,1775900220,2014-09-22,98072,fall,300000.0,440000.0,3,Buy,140000.0
18468,7999600180,2014-05-29,98168,spring,83000.0,235000.0,3,Buy,152000.0
18470,818500100,2014-06-03,98003,summer,174500.0,263750.0,3,Buy,89250.0
18472,3211000040,2014-12-04,98059,winter,255000.0,423000.0,3,Buy,168000.0
18474,7011201482,2015-03-17,98119,spring,552700.0,685000.0,3,Buy,132300.0
18476,8598900157,2015-03-13,98177,spring,263700.0,506000.0,3,Buy,242300.0
18478,9268710220,2014-05-28,98003,spring,186950.0,263750.0,3,Buy,76800.0
18483,2802200100,2014-08-11,98052,summer,543000.0,600000.0,3,Buy,57000.0
18485,9828701690,2014-08-06,98112,summer,529000.0,760500.0,3,Buy,231500.0
18487,1238500978,2014-09-22,98033,fall,365000.0,630000.0,3,Buy,265000.0
18488,8673400141,2014-10-15,98107,fall,473000.0,529475.0,3,Buy,56475.0
18489,9421500150,2014-06-23,98125,summer,403500.0,422000.0,3,Buy,18500.0
18490,148000035,2014-06-02,98116,summer,544000.0,558000.0,3,Buy,14000.0
18498,1555200590,2014-12-23,98032,winter,206000.0,249000.0,3,Buy,43000.0
18501,3904900610,2014-10-12,98029,fall,475000.0,564800.0,3,Buy,89800.0
18502,9527000490,2014-07-30,98034,summer,432100.0,440000.0,3,Buy,7900.0
18508,623049232,2014-07-15,98146,summer,115000.0,295000.0,3,Buy,180000.0
18510,6064800410,2014-07-30,98118,summer,300000.0,365500.0,3,Buy,65500.0
