,id,date,zipcode,season,price,Median Price,condition,status
16022,1560870470,2014-07-31,98059,summer,300000.0,423000.0,3,Buy
16023,1232000950,2015-03-12,98117,spring,532000.0,541000.0,3,Buy
16032,5116000170,2015-03-31,98028,spring,374990.0,433000.0,3,Buy
16033,8682282210,2015-04-17,98053,spring,541500.0,558500.0,3,Buy
16035,8946750020,2015-05-07,98092,spring,264000.0,297300.0,3,Buy
16040,6341000020,2015-03-04,98146,spring,226000.0,295000.0,3,Buy
16042,8078400020,2015-02-23,98074,winter,485000.0,625000.0,3,Buy
16045,9250900095,2014-08-19,98133,summer,331000.0,375000.0,3,Buy
16048,2968801315,2014-09-17,98166,fall,361810.0,363405.0,3,Buy
16054,8113101233,2015-01-30,98118,winter,330000.0,365500.0,3,Buy
16056,4189800020,2014-08-20,98028,summer,367500.0,433000.0,3,Buy
16062,6189200050,2015-02-03,98005,winter,575000.0,710000.0,3,Buy
16066,2508000020,2014-08-19,98103,summer,250000.0,549500.0,3,Buy
16075,9268200285,2014-07-03,98117,summer,370000.0,541000.0,3,Buy
16080,3330500345,2015-04-20,98118,spring,230000.0,365500.0,3,Buy
16082,1035000007,2014-12-18,98118,winter,210000.0,365500.0,3,Buy
16084,7519000225,2014-10-30,98117,fall,465000.0,541000.0,3,Buy
16090,3541700170,2014-10-17,98166,fall,324450.0,363405.0,3,Buy
16092,8122600020,2014-05-21,98126,spring,200000.0,399000.0,3,Buy
16093,3579700080,2014-09-05,98028,fall,383000.0,433000.0,3,Buy
16094,2769602140,2014-12-15,98107,winter,499950.0,529475.0,3,Buy
16096,3226049530,2015-01-22,98103,winter,465000.0,549500.0,3,Buy
16111,5100401060,2014-09-08,98115,fall,550000.0,560750.0,3,Buy
16115,7569500010,2014-11-20,98005,fall,616950.0,710000.0,3,Buy
16117,5101404555,2014-10-06,98115,fall,290000.0,560750.0,3,Buy
16123,2872900010,2015-04-14,98074,spring,382500.0,625000.0,3,Buy
16133,1837010010,2015-03-13,98177,spring,465000.0,506000.0,3,Buy
16135,5468760050,2015-01-05,98042,winter,270000.0,280000.0,3,Buy
16139,751000020,2014-06-26,98125,summer,290000.0,422000.0,3,Buy
16143,2268000500,2014-07-21,98003,summer,229900.0,263750.0,3,Buy
16153,7972601995,2014-06-16,98106,summer,245000.0,315000.0,3,Buy
16156,8682310470,2015-01-07,98053,winter,445000.0,558500.0,3,Buy
16165,8133700020,2014-07-02,98107,summer,496000.0,529475.0,3,Buy
16167,2374200005,2014-06-16,98011,summer,375000.0,470000.0,3,Buy
16169,7211350130,2014-06-19,98014,summer,310000.0,319000.0,3,Buy
16175,9482700440,2014-05-06,98103,spring,533000.0,549500.0,3,Buy
16189,3066410080,2014-09-17,98074,fall,590000.0,625000.0,3,Buy
16190,4137000280,2015-02-22,98092,winter,264500.0,297300.0,3,Buy
16192,7972601680,2015-03-23,98106,spring,290000.0,315000.0,3,Buy
16195,3580900290,2015-01-28,98034,winter,360000.0,440000.0,3,Buy
16201,2487200680,2015-02-24,98136,winter,447000.0,485000.0,3,Buy
16209,4450700010,2014-07-08,98072,summer,375000.0,440000.0,3,Buy
16211,3422059249,2015-02-19,98042,winter,260000.0,280000.0,3,Buy
16216,4331000130,2014-10-17,98166,fall,315000.0,363405.0,3,Buy
16220,1250200285,2015-03-17,98144,spring,261500.0,446800.0,3,Buy
16224,2123049502,2014-06-23,98168,summer,215000.0,235000.0,3,Buy
16227,7202330470,2015-04-08,98053,spring,485000.0,558500.0,3,Buy
16234,3395041206,2014-09-25,98108,fall,285000.0,345000.0,3,Buy
16236,3365901435,2014-06-23,98168,summer,165000.0,235000.0,3,Buy
16243,9542830430,2014-08-06,98038,summer,300000.0,326992.0,3,Buy
16245,7217400895,2014-06-09,98122,summer,550000.0,557500.0,3,Buy
16246,2651100050,2015-02-17,98034,winter,400000.0,440000.0,3,Buy
16247,2212200050,2014-10-28,98031,fall,255000.0,282000.0,3,Buy
16254,9265410010,2015-02-03,98001,winter,212000.0,256000.0,3,Buy
16255,8731800840,2014-06-19,98023,summer,265000.0,265500.0,3,Buy
16266,8691310980,2015-04-09,98075,spring,730000.0,741000.0,3,Buy
16271,6430500086,2015-01-16,98103,winter,341000.0,549500.0,3,Buy
16274,5466300130,2014-09-17,98042,fall,160000.0,280000.0,3,Buy
16275,4136900250,2014-06-02,98092,summer,270000.0,297300.0,3,Buy
16276,7635800313,2014-07-18,98166,summer,300000.0,363405.0,3,Buy
16295,1552520010,2014-08-01,98011,summer,405000.0,470000.0,3,Buy
16296,5113400168,2015-01-16,98119,winter,620000.0,685000.0,3,Buy
16303,1077100020,2014-12-31,98133,winter,365000.0,375000.0,3,Buy
16305,5104510010,2014-07-01,98038,summer,321000.0,326992.0,3,Buy
16307,4142450480,2014-07-03,98038,summer,288000.0,326992.0,3,Buy
16308,5559200020,2015-02-27,98023,winter,248500.0,265500.0,3,Buy
16316,1771000430,2014-05-02,98077,spring,315000.0,567500.0,3,Buy
16317,8078430480,2014-08-06,98074,summer,545000.0,625000.0,3,Buy
16319,8924100430,2014-12-24,98115,winter,500000.0,560750.0,3,Buy
16321,3630020430,2015-05-05,98029,spring,420000.0,564800.0,3,Buy
16325,1551500130,2014-05-22,98168,spring,180000.0,235000.0,3,Buy
16337,6852700279,2014-06-19,98102,summer,475000.0,670000.0,3,Buy
16338,5423600080,2014-09-18,98052,fall,540000.0,600000.0,3,Buy
16339,6661200050,2014-05-28,98038,spring,175000.0,326992.0,3,Buy
16346,3904910010,2014-07-23,98029,summer,480000.0,564800.0,3,Buy
16350,9268200050,2014-08-14,98117,summer,449950.0,541000.0,3,Buy
16351,6132600221,2014-05-19,98117,spring,367000.0,541000.0,3,Buy
16361,7984400050,2014-09-22,98003,fall,207000.0,263750.0,3,Buy
16363,9358000780,2015-05-12,98126,spring,275000.0,399000.0,3,Buy
16366,5101407350,2014-09-25,98125,fall,399000.0,422000.0,3,Buy
16370,7202350010,2014-07-25,98053,summer,468000.0,558500.0,3,Buy
16373,7955030010,2014-10-10,98072,fall,318000.0,440000.0,3,Buy
16375,1446401190,2015-03-17,98168,spring,175000.0,235000.0,3,Buy
16380,2770604081,2015-03-05,98119,spring,629950.0,685000.0,3,Buy
16383,3876313260,2015-02-18,98072,winter,415000.0,440000.0,3,Buy
16384,5101400561,2014-10-15,98115,fall,250000.0,560750.0,3,Buy
16391,1393800005,2015-05-07,98126,spring,355000.0,399000.0,3,Buy
16397,8929000250,2015-04-13,98029,spring,395000.0,564800.0,3,Buy
16401,1370803730,2015-01-26,98199,winter,578000.0,651000.0,3,Buy
16404,2652500225,2014-10-10,98119,fall,575000.0,685000.0,3,Buy
16407,4364700595,2014-08-18,98126,summer,333000.0,399000.0,3,Buy
16409,7231600098,2014-10-14,98055,fall,225000.0,294000.0,3,Buy
16410,8635750980,2014-07-14,98074,summer,570000.0,625000.0,3,Buy
16419,8818900250,2014-05-07,98105,spring,530000.0,625252.0,3,Buy
16420,1250200415,2014-06-09,98144,summer,352750.0,446800.0,3,Buy
16422,3083000048,2014-05-30,98144,spring,427000.0,446800.0,3,Buy
16424,3426049153,2014-11-10,98115,fall,438200.0,560750.0,3,Buy
16433,1257200020,2015-03-27,98115,spring,555000.0,560750.0,3,Buy
16435,8651520420,2014-06-06,98074,summer,539000.0,625000.0,3,Buy
16445,7812801700,2014-06-10,98178,summer,227000.0,275000.0,3,Buy
16447,9578080130,2014-07-02,98119,summer,625000.0,685000.0,3,Buy
16458,8858100020,2015-03-16,98188,spring,175000.0,260250.0,3,Buy
16462,3575302938,2014-06-20,98074,summer,405000.0,625000.0,3,Buy
16472,7905380080,2015-02-26,98034,winter,330000.0,440000.0,3,Buy
16474,7200001756,2014-06-12,98052,summer,349950.0,600000.0,3,Buy
16482,522059327,2014-05-28,98031,spring,157500.0,282000.0,3,Buy
16487,2867100007,2015-02-23,98119,winter,485000.0,685000.0,3,Buy
16489,1545807280,2014-06-28,98038,summer,314500.0,326992.0,3,Buy
16490,3996900460,2015-04-03,98155,spring,220000.0,367500.0,3,Buy
16493,8691390460,2014-06-16,98075,summer,699850.0,741000.0,3,Buy
16497,7199330170,2015-05-12,98052,spring,450000.0,600000.0,3,Buy
16509,5151200290,2014-05-12,98177,spring,300000.0,506000.0,3,Buy
16510,4060000170,2014-08-20,98178,summer,255000.0,275000.0,3,Buy
16511,1568100290,2014-06-20,98155,summer,337000.0,367500.0,3,Buy
16519,4036801315,2014-11-04,98008,fall,425000.0,535900.0,3,Buy
16521,1221000562,2014-07-22,98166,summer,187000.0,363405.0,3,Buy
16523,7436400020,2015-03-25,98033,spring,585000.0,630000.0,3,Buy
16528,9510920050,2014-09-02,98075,fall,725000.0,741000.0,3,Buy
16532,8910500471,2015-02-17,98177,winter,407000.0,506000.0,3,Buy
16538,4006000307,2014-09-16,98118,fall,155000.0,365500.0,3,Buy
16543,9406590250,2015-02-24,98038,winter,293000.0,326992.0,3,Buy
16545,3578700073,2014-11-10,98011,fall,362000.0,470000.0,3,Buy
16546,1123049126,2014-12-03,98178,winter,227000.0,275000.0,3,Buy
16547,526059259,2014-08-19,98011,summer,335500.0,470000.0,3,Buy
16551,3352401476,2014-11-24,98178,fall,199988.0,275000.0,3,Buy
16555,2781270080,2014-10-30,98038,fall,249900.0,326992.0,3,Buy
16556,1423200170,2014-06-12,98058,summer,223000.0,329000.0,3,Buy
16565,5587000010,2014-11-20,98177,fall,385000.0,506000.0,3,Buy
16569,7852130080,2014-09-25,98065,fall,444500.0,506950.0,3,Buy
16570,2923039243,2014-11-13,98070,fall,340000.0,361000.0,3,Buy
16574,9200000050,2014-09-18,98168,fall,109500.0,235000.0,3,Buy
16589,4310702759,2015-03-12,98103,spring,326000.0,549500.0,3,Buy
16590,8635750950,2014-06-07,98074,summer,568500.0,625000.0,3,Buy
16592,2113700005,2015-04-17,98106,spring,283000.0,315000.0,3,Buy
16595,806800420,2014-10-23,98092,fall,289950.0,297300.0,3,Buy
16599,8691300500,2014-10-28,98075,fall,710000.0,741000.0,3,Buy
16600,930000425,2015-03-01,98177,spring,440000.0,506000.0,3,Buy
16602,1425059145,2014-06-16,98052,summer,455000.0,600000.0,3,Buy
16607,6190700284,2014-06-20,98177,summer,420000.0,506000.0,3,Buy
16620,603001045,2015-04-29,98118,spring,256000.0,365500.0,3,Buy
16628,792000006,2014-07-09,98168,summer,187000.0,235000.0,3,Buy
16629,7504020670,2014-05-20,98074,spring,598000.0,625000.0,3,Buy
16633,3192000080,2014-10-29,98146,fall,205000.0,295000.0,3,Buy
16635,9201000460,2014-10-06,98075,fall,705000.0,741000.0,3,Buy
16637,6802200190,2015-01-21,98022,winter,222500.0,251500.0,3,Buy
16638,1773100430,2015-04-24,98106,spring,313500.0,315000.0,3,Buy
16642,629410190,2014-06-19,98075,summer,712000.0,741000.0,3,Buy
16644,6126600950,2014-07-17,98116,summer,470000.0,558000.0,3,Buy
16645,5411800250,2014-07-24,98052,summer,367000.0,600000.0,3,Buy
16646,7853302140,2014-05-24,98065,spring,440500.0,506950.0,3,Buy
16650,9267200345,2014-06-02,98103,summer,342000.0,549500.0,3,Buy
16653,2895550190,2014-08-08,98001,summer,245000.0,256000.0,3,Buy
16662,1090000005,2015-05-04,98136,spring,402000.0,485000.0,3,Buy
16665,6813600440,2014-10-22,98103,fall,442000.0,549500.0,3,Buy
16667,7153400010,2014-08-12,98003,summer,190500.0,263750.0,3,Buy
16671,9250900104,2014-11-10,98133,fall,300000.0,375000.0,3,Buy
16678,7950300440,2014-10-15,98118,fall,305000.0,365500.0,3,Buy
16686,1088400190,2015-04-22,98059,spring,305000.0,423000.0,3,Buy
16687,1588600177,2015-02-25,98117,winter,396000.0,541000.0,3,Buy
16692,6821102358,2015-02-24,98199,winter,540000.0,651000.0,3,Buy
16695,4223000280,2014-10-29,98003,fall,221000.0,263750.0,3,Buy
16696,1454100122,2014-06-11,98125,summer,405000.0,422000.0,3,Buy
16699,6306100080,2014-09-09,98001,fall,234950.0,256000.0,3,Buy
16701,6187500080,2014-07-16,98006,summer,637000.0,697450.0,3,Buy
16708,1732600050,2014-10-17,98033,fall,423500.0,630000.0,3,Buy
16714,1322049150,2015-03-05,98032,spring,85000.0,249000.0,3,Buy
16716,1788800080,2014-07-30,98023,summer,184900.0,265500.0,3,Buy
16730,6146600595,2015-04-10,98032,spring,209950.0,249000.0,3,Buy
16731,6380500151,2015-03-17,98177,spring,468000.0,506000.0,3,Buy
16732,8643000185,2015-04-30,98198,spring,237100.0,262950.0,3,Buy
16735,5648600010,2015-04-26,98055,spring,290000.0,294000.0,3,Buy
16737,9842300095,2014-07-25,98126,summer,365000.0,399000.0,3,Buy
16739,5160300020,2014-06-09,98005,summer,554000.0,710000.0,3,Buy
16740,3754700050,2014-06-18,98034,summer,424000.0,440000.0,3,Buy
16743,8562000010,2015-05-01,98042,spring,244500.0,280000.0,3,Buy
16744,646910480,2014-11-20,98055,fall,206000.0,294000.0,3,Buy
16748,3630070280,2014-07-10,98029,summer,418000.0,564800.0,3,Buy
16751,6099400293,2014-12-08,98168,winter,208000.0,235000.0,3,Buy
16756,2770601763,2015-03-23,98199,spring,450000.0,651000.0,3,Buy
16757,3392100050,2014-06-25,98003,summer,205000.0,263750.0,3,Buy
16760,2564900020,2014-09-24,98033,fall,465000.0,630000.0,3,Buy
16776,9545230280,2014-05-07,98027,spring,560000.0,573475.0,3,Buy
16780,638100073,2014-06-02,98059,summer,327000.0,423000.0,3,Buy
16783,2767604254,2014-06-03,98107,summer,425000.0,529475.0,3,Buy
16784,1138010170,2014-08-01,98034,summer,350000.0,440000.0,3,Buy
16786,191100250,2015-03-20,98040,spring,750000.0,876650.0,3,Buy
16800,1311200380,2014-08-27,98001,summer,210000.0,256000.0,3,Buy
16802,6646200280,2014-07-15,98074,summer,561600.0,625000.0,3,Buy
16806,4031000250,2014-06-26,98001,summer,150000.0,256000.0,3,Buy
16807,7625703260,2014-09-24,98136,fall,400950.0,485000.0,3,Buy
16808,8651580660,2015-01-21,98074,winter,620000.0,625000.0,3,Buy
16813,7772000010,2015-03-09,98133,spring,352500.0,375000.0,3,Buy
16814,7200179,2014-10-16,98055,fall,150000.0,294000.0,3,Buy
16815,7200179,2015-04-24,98055,spring,175000.0,294000.0,3,Buy
16819,9268200380,2014-11-18,98117,fall,505000.0,541000.0,3,Buy
16823,6139800430,2014-05-22,98077,spring,482000.0,567500.0,3,Buy
16824,9477201470,2014-10-22,98034,fall,379950.0,440000.0,3,Buy
16828,5739601300,2015-03-30,98004,spring,605000.0,867500.0,3,Buy
16830,8078410250,2015-04-01,98074,spring,546200.0,625000.0,3,Buy
16836,2473250280,2014-08-26,98058,summer,265000.0,329000.0,3,Buy
16838,723049530,2015-05-05,98146,spring,126500.0,295000.0,3,Buy
16840,955000430,2014-09-03,98112,fall,540000.0,760500.0,3,Buy
16843,2558600130,2014-10-23,98034,fall,379000.0,440000.0,3,Buy
16846,621069102,2015-03-16,98042,spring,260000.0,280000.0,3,Buy
16849,2297400020,2014-09-02,98034,fall,392000.0,440000.0,3,Buy
16850,7215721350,2015-04-22,98075,spring,465000.0,741000.0,3,Buy
16854,8861000235,2015-03-24,98004,spring,825000.0,867500.0,3,Buy
16855,2881700231,2015-04-22,98155,spring,337000.0,367500.0,3,Buy
16856,534000080,2014-06-11,98117,summer,333000.0,541000.0,3,Buy
16857,6371000020,2014-11-11,98116,fall,380000.0,558000.0,3,Buy
16860,7197800020,2015-04-27,98075,spring,585000.0,741000.0,3,Buy
16863,2460900010,2014-09-24,98144,fall,364000.0,446800.0,3,Buy
16864,1566100595,2014-05-14,98115,spring,300000.0,560750.0,3,Buy
16865,8682291680,2015-03-17,98053,spring,558000.0,558500.0,3,Buy
16871,7504200250,2015-04-28,98074,spring,490000.0,625000.0,3,Buy
16875,1934800022,2014-07-23,98122,summer,425000.0,557500.0,3,Buy
16876,3501100280,2015-03-29,98117,spring,460000.0,541000.0,3,Buy
16878,126039413,2014-07-10,98177,summer,469000.0,506000.0,3,Buy
16880,6403500290,2014-05-02,98059,spring,407500.0,423000.0,3,Buy
16881,2826049108,2014-10-28,98125,fall,353500.0,422000.0,3,Buy
16885,2025701060,2014-11-17,98038,fall,264500.0,326992.0,3,Buy
16886,7922900250,2014-05-20,98008,spring,507500.0,535900.0,3,Buy
16900,2695600130,2014-11-18,98126,fall,355000.0,399000.0,3,Buy
16901,3438501700,2014-08-27,98106,summer,300000.0,315000.0,3,Buy
16904,1725059259,2014-11-25,98033,fall,437500.0,630000.0,3,Buy
16905,7518503220,2014-10-28,98117,fall,520000.0,541000.0,3,Buy
16912,3278602040,2014-10-21,98126,fall,346500.0,399000.0,3,Buy
16921,1787600190,2015-04-03,98125,spring,353000.0,422000.0,3,Buy
16923,8673400086,2014-05-02,98107,spring,445700.0,529475.0,3,Buy
16924,2760200050,2014-07-17,98118,summer,226000.0,365500.0,3,Buy
16930,3876312570,2014-08-11,98072,summer,350500.0,440000.0,3,Buy
16935,2810600022,2014-10-07,98136,fall,335000.0,485000.0,3,Buy
16937,4233400480,2014-11-24,98010,fall,240000.0,263500.0,3,Buy
16939,5630500005,2014-11-20,98011,fall,262500.0,470000.0,3,Buy
16940,9523102040,2014-09-22,98103,fall,440000.0,549500.0,3,Buy
16948,9274201809,2014-11-19,98116,fall,542500.0,558000.0,3,Buy
16959,7427800080,2015-04-08,98033,spring,626000.0,630000.0,3,Buy
16968,5652601330,2014-06-04,98115,summer,489000.0,560750.0,3,Buy
16974,1523550480,2014-06-13,98052,summer,580000.0,600000.0,3,Buy
16978,869700050,2015-01-20,98059,winter,316000.0,423000.0,3,Buy
16980,7202330280,2014-09-22,98053,fall,401000.0,558500.0,3,Buy
16984,7853210050,2014-07-07,98065,summer,339000.0,506950.0,3,Buy
16992,3955800080,2014-12-29,98034,winter,420000.0,440000.0,3,Buy
16999,7424100050,2014-12-01,98033,winter,420000.0,630000.0,3,Buy
17004,6819100080,2014-10-01,98119,fall,636100.0,685000.0,3,Buy
17010,8680300010,2015-03-24,98155,spring,290000.0,367500.0,3,Buy
17017,40000471,2014-06-04,98168,summer,170000.0,235000.0,3,Buy
17019,9477201150,2014-12-02,98034,winter,357000.0,440000.0,3,Buy
17020,8078430130,2015-04-07,98074,spring,583000.0,625000.0,3,Buy
17028,1788300010,2014-12-11,98023,winter,179950.0,265500.0,3,Buy
17030,3354400545,2014-07-15,98001,summer,190000.0,256000.0,3,Buy
17032,2475900170,2015-04-29,98024,spring,303000.0,337500.0,3,Buy
17042,6648000050,2014-06-24,98133,summer,360000.0,375000.0,3,Buy
17045,291300010,2014-05-21,98027,spring,389999.0,573475.0,3,Buy
17047,9315000010,2015-03-03,98003,spring,247500.0,263750.0,3,Buy
17052,203900380,2014-08-21,98053,summer,326188.0,558500.0,3,Buy
17053,880000005,2014-05-22,98106,spring,168000.0,315000.0,3,Buy
17054,9406570290,2014-05-16,98038,spring,314000.0,326992.0,3,Buy
17057,8651511060,2014-06-30,98074,summer,530000.0,625000.0,3,Buy
17071,2922703260,2014-07-16,98117,summer,469000.0,541000.0,3,Buy
17074,7985000010,2015-04-15,98003,spring,251000.0,263750.0,3,Buy
17078,3126049217,2015-02-25,98133,winter,322000.0,375000.0,3,Buy
17086,2676500080,2014-06-05,98031,summer,268500.0,282000.0,3,Buy
17088,5126900321,2014-05-29,98058,spring,295000.0,329000.0,3,Buy
17091,4343800080,2014-08-18,98133,summer,305000.0,375000.0,3,Buy
17094,4099500605,2015-04-17,98040,spring,840000.0,876650.0,3,Buy
17098,9126100346,2014-06-17,98122,summer,350000.0,557500.0,3,Buy
17101,6073200010,2014-06-26,98006,summer,660000.0,697450.0,3,Buy
17107,952001660,2014-09-16,98116,fall,500000.0,558000.0,3,Buy
17117,7625701045,2014-10-27,98136,fall,360000.0,485000.0,3,Buy
17119,4305700086,2015-04-10,98117,spring,450500.0,541000.0,3,Buy
17121,5096300130,2014-07-14,98177,summer,413000.0,506000.0,3,Buy
17123,6163900073,2014-09-05,98155,fall,180000.0,367500.0,3,Buy
17125,8100000080,2014-08-13,98010,summer,224400.0,263500.0,3,Buy
17127,9286100250,2015-03-19,98027,spring,500000.0,573475.0,3,Buy
17130,6170900190,2014-08-19,98177,summer,325000.0,506000.0,3,Buy
17135,111000190,2015-02-09,98168,winter,146000.0,235000.0,3,Buy
17136,5306100255,2014-11-05,98133,fall,290000.0,375000.0,3,Buy
17145,2473100635,2014-05-08,98058,spring,297950.0,329000.0,3,Buy
17155,305010190,2014-10-16,98075,fall,680000.0,741000.0,3,Buy
17158,4027701284,2014-06-05,98028,summer,385000.0,433000.0,3,Buy
17165,1023059430,2014-12-20,98059,winter,420000.0,423000.0,3,Buy
17166,3760000020,2014-10-22,98034,fall,360000.0,440000.0,3,Buy
17168,339600290,2015-04-06,98052,spring,379950.0,600000.0,3,Buy
17172,9238450430,2014-06-24,98072,summer,275000.0,440000.0,3,Buy
17174,5269200050,2015-03-05,98146,spring,175000.0,295000.0,3,Buy
17183,7559600430,2014-11-11,98075,fall,640000.0,741000.0,3,Buy
17187,7202340190,2015-02-19,98053,winter,531800.0,558500.0,3,Buy
17198,1079350020,2014-08-21,98059,summer,305000.0,423000.0,3,Buy
17199,88000591,2015-04-14,98055,spring,212000.0,294000.0,3,Buy
17203,629410130,2014-05-14,98075,spring,707000.0,741000.0,3,Buy
17204,4139440480,2014-06-26,98006,summer,695000.0,697450.0,3,Buy
17206,7016300050,2014-07-23,98034,summer,420000.0,440000.0,3,Buy
17211,7227801630,2015-02-27,98056,winter,275000.0,375000.0,3,Buy
17214,3235390010,2015-05-05,98031,spring,265000.0,282000.0,3,Buy
17218,1450900020,2014-10-03,98031,fall,268000.0,282000.0,3,Buy
17222,2770604346,2014-07-05,98119,summer,499000.0,685000.0,3,Buy
17227,8835210130,2014-08-08,98034,summer,300000.0,440000.0,3,Buy
17242,2770604082,2015-03-10,98119,spring,629950.0,685000.0,3,Buy
17244,5406500440,2014-08-12,98075,summer,690000.0,741000.0,3,Buy
17254,952007141,2015-04-21,98116,spring,401750.0,558000.0,3,Buy
17260,3904950190,2014-05-27,98029,spring,500000.0,564800.0,3,Buy
17264,4068300280,2014-07-08,98010,summer,255000.0,263500.0,3,Buy
17268,8025700460,2015-05-08,98031,spring,279000.0,282000.0,3,Buy
17270,2329800630,2014-05-27,98042,spring,274950.0,280000.0,3,Buy
17275,5259800440,2014-09-26,98023,fall,232000.0,265500.0,3,Buy
17276,7338402850,2014-11-26,98108,fall,250000.0,345000.0,3,Buy
17278,2769602135,2014-08-13,98107,summer,435000.0,529475.0,3,Buy
17280,2473380920,2014-08-13,98058,summer,206325.0,329000.0,3,Buy
17283,6917700305,2015-02-19,98199,winter,529000.0,651000.0,3,Buy
17284,7215720420,2015-03-04,98075,spring,640000.0,741000.0,3,Buy
17290,1974300020,2014-08-27,98034,summer,380000.0,440000.0,3,Buy
17292,3630020380,2014-11-07,98029,fall,379770.0,564800.0,3,Buy
17293,1771000290,2014-12-03,98077,winter,340000.0,567500.0,3,Buy
17299,1453600182,2014-05-28,98125,spring,285000.0,422000.0,3,Buy
17308,6072400470,2014-11-13,98006,fall,518000.0,697450.0,3,Buy
17309,1865800250,2014-12-04,98042,winter,147500.0,280000.0,3,Buy
17311,8807900233,2014-06-30,98109,summer,427500.0,708750.0,3,Buy
17313,9238440020,2014-07-17,98042,summer,265950.0,280000.0,3,Buy
17314,9325800005,2014-12-01,98133,winter,247500.0,375000.0,3,Buy
17315,7520000020,2014-05-23,98146,spring,244000.0,295000.0,3,Buy
17317,3630080430,2014-06-17,98029,summer,451000.0,564800.0,3,Buy
17318,8682262230,2014-08-26,98053,summer,489000.0,558500.0,3,Buy
17321,6430000275,2014-05-06,98103,spring,485000.0,549500.0,3,Buy
17333,3630000130,2014-10-28,98029,fall,430000.0,564800.0,3,Buy
17339,7852000010,2014-05-27,98065,spring,455600.0,506950.0,3,Buy
17340,5230300280,2014-05-15,98059,spring,270000.0,423000.0,3,Buy
17342,4232900250,2014-07-10,98119,summer,525000.0,685000.0,3,Buy
17343,1312930250,2014-05-28,98198,spring,242000.0,262950.0,3,Buy
17345,7852020670,2015-04-02,98065,spring,475000.0,506950.0,3,Buy
17358,7202330170,2014-07-17,98053,summer,438000.0,558500.0,3,Buy
17361,7525211410,2014-07-15,98052,summer,425500.0,600000.0,3,Buy
17364,7853302130,2014-06-04,98065,summer,418500.0,506950.0,3,Buy
17367,6623400050,2014-09-09,98055,fall,180000.0,294000.0,3,Buy
17369,7202330190,2014-10-01,98053,fall,421200.0,558500.0,3,Buy
17378,6600410480,2014-08-28,98042,summer,179900.0,280000.0,3,Buy
17380,3793500050,2015-03-03,98038,spring,310000.0,326992.0,3,Buy
17381,641900050,2014-08-19,98133,summer,335000.0,375000.0,3,Buy
17384,1453602313,2014-10-29,98125,fall,297000.0,422000.0,3,Buy
17387,6413600290,2014-05-09,98125,spring,252500.0,422000.0,3,Buy
17388,952006728,2014-06-13,98102,summer,330000.0,670000.0,3,Buy
17391,3508100161,2015-03-27,98116,spring,500000.0,558000.0,3,Buy
17398,7575610250,2014-10-14,98003,fall,225000.0,263750.0,3,Buy
17399,5153900080,2014-07-14,98003,summer,199000.0,263750.0,3,Buy
17404,3327750020,2014-09-09,98052,fall,347000.0,600000.0,3,Buy
17405,1112700010,2014-06-19,98034,summer,390000.0,440000.0,3,Buy
17406,9269260420,2014-11-10,98011,fall,436000.0,470000.0,3,Buy
17409,1951600250,2015-04-06,98032,spring,135000.0,249000.0,3,Buy
17415,6450303235,2014-08-18,98133,summer,269000.0,375000.0,3,Buy
17417,7853300020,2015-03-20,98065,spring,475000.0,506950.0,3,Buy
17419,6138000095,2014-11-18,98002,fall,219000.0,234000.0,3,Buy
17421,5379805495,2015-04-13,98188,spring,179000.0,260250.0,3,Buy
17423,2505500009,2015-04-27,98033,spring,565000.0,630000.0,3,Buy
17424,3388000080,2015-04-22,98031,spring,281700.0,282000.0,3,Buy
17425,480000170,2014-06-27,98103,summer,480000.0,549500.0,3,Buy
17432,8732190380,2015-04-14,98023,spring,231000.0,265500.0,3,Buy
17434,2062600020,2014-07-08,98004,summer,530000.0,867500.0,3,Buy
17435,7660100309,2014-12-26,98144,winter,353500.0,446800.0,3,Buy
17436,6093900280,2014-05-07,98003,spring,209950.0,263750.0,3,Buy
17438,2695600005,2014-06-20,98126,summer,325000.0,399000.0,3,Buy
17439,3826500020,2014-08-28,98030,summer,257000.0,280000.0,3,Buy
17441,3630030010,2014-09-26,98029,fall,541000.0,564800.0,3,Buy
17442,1592000130,2014-11-14,98074,fall,577500.0,625000.0,3,Buy
17446,9390700095,2014-08-08,98102,summer,407500.0,670000.0,3,Buy
17454,2540830020,2015-04-01,98011,spring,445000.0,470000.0,3,Buy
17462,1972200698,2014-05-28,98103,spring,474800.0,549500.0,3,Buy
17464,5500200010,2014-10-14,98177,fall,389950.0,506000.0,3,Buy
17466,6362900007,2014-09-05,98144,fall,395000.0,446800.0,3,Buy
17468,7417700185,2015-03-14,98155,spring,307000.0,367500.0,3,Buy
17471,2205700470,2015-01-22,98006,winter,650500.0,697450.0,3,Buy
17484,3726800010,2014-07-14,98144,summer,270000.0,446800.0,3,Buy
17486,6046401300,2014-06-09,98103,summer,428000.0,549500.0,3,Buy
17488,6608500290,2014-10-24,98033,fall,405000.0,630000.0,3,Buy
17490,4331000190,2014-12-23,98166,winter,275000.0,363405.0,3,Buy
17491,5101400994,2014-07-17,98115,summer,361600.0,560750.0,3,Buy
17495,6303401365,2014-06-03,98146,summer,210000.0,295000.0,3,Buy
17499,7889601300,2015-04-21,98146,spring,268000.0,295000.0,3,Buy
17500,8151600101,2015-01-16,98146,winter,115000.0,295000.0,3,Buy
